Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2022-05-02,275.1893615722656,275.6440293239036,267.2085121919129,268.6498925117606,35151100
2022-05-03,272.587158203125,274.86049729139387,271.01033088824136,274.69603041183086,25978600
2022-05-04,280.51959228515625,281.39022443680767,267.7018653489587,273.37067229887913,33599300
2022-05-05,268.3016662597656,277.00804788297944,265.3898558476399,276.22447589864737,43260400
2022-05-06,265.7671203613281,270.13964762879215,262.41997938914824,265.8444974229105,37780300
2022-05-09,255.94821166992188,263.47439231628505,254.72933854404118,261.24944034580705,47726000
2022-05-10,260.707763671875,264.8191105943443,256.4222962003139,262.82631891838696,39336400
2022-05-11,252.0497283935547,262.50705741382524,250.8405087610353,257.0123704889284,48975900
2022-05-12,247.0193634033203,251.40157365565182,241.86324972493676,249.28301874671405,51033800
2022-05-13,252.60110473632812,254.45847882495977,247.0193583116015,248.95410945636132,34925100
2022-05-16,252.96871948242188,257.147789161054,247.43532986774056,251.47895279178755,32550900
2022-05-17,258.11517333984375,259.5758904699336,253.8974002308721,257.42831538498064,28828800
